id,gender,city,year,group_size,tom,bumo,bumo_previous,most_favourite,age,age_group,age_sub_group,mpi,mpi_detail,mpi_mean,occupation,occupation_group,cluster,most_favourite_group,cluster_name
357024,Male,Cần Thơ,2018,3.0,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Other 1,Other 1,16.0,16 - 19,16 - 19,< 4.5,0 - 2.99  ,1499.0,Unemployed,Non-working,2,Other,Experiential Indulgers
357090,Male,Cần Thơ,2018,6.0,Other 1,Other 1,Refuse,Other 2,19.0,16 - 19,16 - 19,9 - 14.9, 9  - 11.99  ,10499.0,Pupil / Student,Student,2,Other,Experiential Indulgers
357091,Male,Cần Thơ,2018,3.0,Highlands Coffee,Highlands Coffee,Refuse,Highlands Coffee,20.0,20 - 29,20 - 24,25+, 15  - 19.99  ,17499.0,Pupil / Student,Student,2,Major Chains,Experiential Indulgers
357092,Male,Cần Thơ,2018,4.0,Other 1,Other 2,Other 1,Other 2,25.0,20 - 29,25 - 29,25+, 15  - 19.99  ,17499.0,"Skilled Labor (tailor, machinist, carpenter, electrician)",Blue Collar,2,Other,Experiential Indulgers
357093,Male,Cần Thơ,2018,3.0,Other 1,Other 2,Other 3,Other 2,25.0,20 - 29,25 - 29,9 - 14.9, 9  - 11.99  ,10499.0,"Skilled Labor (tailor, machinist, carpenter, electrician)",Blue Collar,3,Other,Quality-First Bonders
357258,Female,Hà Nội,2018,5.0,Cộng Cà Phê,Cộng Cà Phê,Refuse,Cộng Cà Phê,32.0,30 - 39,30 - 34,9 - 14.9, 9  - 11.99  ,10499.0,Lecturer / Teacher,Professional,3,Major Chains,Quality-First Bonders
357530,Female,Hà Nội,2018,2.0,Trung Nguyên,Trung Nguyên,Highlands Coffee,Trung Nguyên,36.0,30 - 39,35 - 39,4.5 - 8.9, 6.5  - 7.49  ,6999.0,Officer - Staff level,Office Worker,1,Major Chains,Social Connectors
357580,Female,Cần Thơ,2018,4.0,Other 1,Other 1,Refuse,Other 1,50.0,40 - 60,45+,< 4.5,0 - 2.99  ,1499.0,Housewife,Non-working,0,Other,Routine Ritualists
357745,Male,Hà Nội,2018,3.0,Other 1,Other 1,Trung Nguyên,Other 1,30.0,30 - 39,30 - 34,4.5 - 8.9, 6.5  - 7.49  ,6999.0,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Service & Agriculture,1,Other,Social Connectors
357867,Male,Hà Nội,2018,4.0,Aha Cafe,Aha Cafe,Other 2,Aha Cafe,21.0,20 - 29,20 - 24,< 4.5,0 - 2.99  ,1499.0,Pupil / Student,Student,2,Other,Experiential Indulgers
358029,Female,Cần Thơ,2018,3.0,Other 1,Other 1,Street / Half street coffee (including carts),Other 1,26.0,20 - 29,25 - 29,4.5 - 8.9, 4.5  - 6.49  ,5499.0,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Service & Agriculture,1,Other,Social Connectors
358030,Male,Cần Thơ,2018,4.0,Other 1,Other 1,Refuse,Other 1,35.0,30 - 39,35 - 39,4.5 - 8.9, 4.5  - 6.49  ,5499.0,"Skilled Labor (tailor, machinist, carpenter, electrician)",Blue Collar,1,Other,Social Connectors
358031,Male,Cần Thơ,2018,4.0,Other 1,Other 1,Refuse,Other 1,23.0,20 - 29,20 - 24,4.5 - 8.9, 4.5  - 6.49  ,5499.0,"Skilled Labor (tailor, machinist, carpenter, electrician)",Blue Collar,1,Other,Social Connectors
358095,Female,Cần Thơ,2018,4.0,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Refuse,Street / Half street coffee (including carts),40.0,40 - 60,40 - 44,< 4.5,0 - 2.99  ,1499.0,Housewife,Non-working,0,Street,Routine Ritualists
358230,Male,Cần Thơ,2018,4.0,Other 1,Other 1,Refuse,Other 1,59.0,40 - 60,45+,4.5 - 8.9, 7.5  - 8.99  ,8249.0,"Skilled Labor (tailor, machinist, carpenter, electrician)",Blue Collar,0,Other,Routine Ritualists
358404,Male,Cần Thơ,2018,3.0,Other 1,Other 1,Refuse,Other 1,19.0,16 - 19,16 - 19,< 4.5, 3  - 4.49  ,3749.0,"Skilled Labor (tailor, machinist, carpenter, electrician)",Blue Collar,2,Other,Experiential Indulgers
358405,Male,Cần Thơ,2018,4.0,Other 1,Other 1,Refuse,Other 1,33.0,30 - 39,30 - 34,4.5 - 8.9, 4.5  - 6.49  ,5499.0,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Service & Agriculture,1,Other,Social Connectors
358482,Male,Hà Nội,2018,2.0,Other 1,Other 1,Refuse,Other 1,26.0,20 - 29,25 - 29,4.5 - 8.9, 7.5  - 8.99  ,8249.0,Officer - Staff level,Office Worker,1,Other,Social Connectors
358483,Female,Hà Nội,2018,2.0,Other 1,Other 1,Refuse,Other 1,36.0,30 - 39,35 - 39,4.5 - 8.9, 7.5  - 8.99  ,8249.0,Broker/ Service provider with no employee,Self Employed,1,Other,Social Connectors
358484,Male,Hà Nội,2018,2.0,The Coffee House,Highlands Coffee,Other 1,Highlands Coffee,28.0,20 - 29,25 - 29,4.5 - 8.9, 6.5  - 7.49  ,6999.0,Officer - Staff level,Office Worker,1,Major Chains,Social Connectors
358485,Male,Hà Nội,2018,3.0,Other 1,Other 1,Refuse,Other 1,25.0,20 - 29,25 - 29,4.5 - 8.9, 4.5  - 6.49  ,5499.0,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Service & Agriculture,1,Other,Social Connectors
358486,Female,Hà Nội,2018,2.0,Other 1,Other 1,Refuse,Other 1,39.0,30 - 39,35 - 39,4.5 - 8.9, 7.5  - 8.99  ,8249.0,Broker/ Service provider with no employee,Self Employed,1,Other,Social Connectors
358631,Female,Hà Nội,2018,4.0,Other 1,Other 1,Street / Half street coffee (including carts),Other 1,56.0,40 - 60,45+,4.5 - 8.9, 4.5  - 6.49  ,5499.0,"Skilled Labor (tailor, machinist, carpenter, electrician)",Blue Collar,0,Other,Routine Ritualists
358633,Female,Hà Nội,2018,3.0,Cộng Cà Phê,Cộng Cà Phê,Other 1,Cộng Cà Phê,45.0,40 - 60,45+,4.5 - 8.9, 4.5  - 6.49  ,5499.0,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Service & Agriculture,0,Major Chains,Routine Ritualists
358634,Male,Hà Nội,2018,3.0,Highlands Coffee,Highlands Coffee,Other 1,Highlands Coffee,30.0,30 - 39,30 - 34,4.5 - 8.9, 7.5  - 8.99  ,8249.0,Officer - Staff level,Office Worker,1,Major Chains,Social Connectors
358635,Male,Hà Nội,2018,4.0,Other 1,Other 1,Street / Half street coffee (including carts),Other 1,48.0,40 - 60,45+,4.5 - 8.9, 4.5  - 6.49  ,5499.0,Broker/ Service provider with no employee,Self Employed,0,Other,Routine Ritualists
358808,Male,Cần Thơ,2018,2.0,Other 1,Other 1,Street / Half street coffee (including carts),Other 1,44.0,40 - 60,40 - 44,4.5 - 8.9, 4.5  - 6.49  ,5499.0,Military / Police,Office Worker,0,Other,Routine Ritualists
358809,Female,Cần Thơ,2018,6.0,Other 1,Other 1,Refuse,Other 1,39.0,30 - 39,35 - 39,4.5 - 8.9, 4.5  - 6.49  ,5499.0,"Skilled Labor (tailor, machinist, carpenter, electrician)",Blue Collar,1,Other,Social Connectors
358930,Male,Cần Thơ,2018,4.0,Other 1,Other 1,Street / Half street coffee (including carts),Other 1,31.0,30 - 39,30 - 34,4.5 - 8.9, 4.5  - 6.49  ,5499.0,Lecturer / Teacher,Professional,1,Other,Social Connectors
358960,Female,Cần Thơ,2018,2.0,Other 1,Other 1,Refuse,Other 1,38.0,30 - 39,35 - 39,< 4.5, 3  - 4.49  ,3749.0,Housewife,Non-working,0,Other,Routine Ritualists
358962,Female,Cần Thơ,2018,4.0,Other 1,Other 1,Refuse,Other 1,38.0,30 - 39,35 - 39,< 4.5, 3  - 4.49  ,3749.0,Housewife,Non-working,0,Other,Routine Ritualists
358963,Male,Cần Thơ,2018,5.0,Other 1,Other 1,Other 2,Other 1,23.0,20 - 29,20 - 24,4.5 - 8.9, 6.5  - 7.49  ,6999.0,"Semi-skilled labor (salesperson, waiter, photographer)",Service & Agriculture,1,Other,Social Connectors
359041,Male,Cần Thơ,2018,3.0,Other 1,Other 1,Other 2,Other 1,37.0,30 - 39,35 - 39,4.5 - 8.9, 6.5  - 7.49  ,6999.0,Broker/ Service provider with no employee,Self Employed,1,Other,Social Connectors
359144,Female,Cần Thơ,2018,5.0,Other 1,Other 1,Refuse,Other 2,38.0,30 - 39,35 - 39,< 4.5, 3  - 4.49  ,3749.0,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Service & Agriculture,3,Other,Quality-First Bonders
359149,Female,Cần Thơ,2018,3.0,Other 1,Other 1,Street / Half street coffee (including carts),Other 1,25.0,20 - 29,25 - 29,4.5 - 8.9, 4.5  - 6.49  ,5499.0,Housewife,Non-working,1,Other,Social Connectors
359150,Female,Cần Thơ,2018,4.0,Other 1,Other 1,Street / Half street coffee (including carts),Other 1,35.0,30 - 39,35 - 39,4.5 - 8.9, 4.5  - 6.49  ,5499.0,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Service & Agriculture,1,Other,Social Connectors
359151,Male,Cần Thơ,2018,4.0,Other 1,Other 1,Refuse,Other 1,38.0,30 - 39,35 - 39,4.5 - 8.9, 6.5  - 7.49  ,6999.0,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Service & Agriculture,1,Other,Social Connectors
359183,Male,Cần Thơ,2018,2.0,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Refuse,Street / Half street coffee (including carts),34.0,30 - 39,30 - 34,9 - 14.9, 9  - 11.99  ,10499.0,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Service & Agriculture,3,Street,Quality-First Bonders
359245,Male,Cần Thơ,2018,3.0,Other 1,Other 1,Refuse,Other 1,20.0,20 - 29,20 - 24,9 - 14.9, 12  - 14.99  ,13499.0,Unemployed,Non-working,2,Other,Experiential Indulgers
359383,Female,Cần Thơ,2018,1.0,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Refuse,Street / Half street coffee (including carts),48.0,40 - 60,45+,9 - 14.9, 12  - 14.99  ,13499.0,Housewife,Non-working,0,Street,Routine Ritualists
359399,Female,Hà Nội,2018,4.0,Highlands Coffee,Highlands Coffee,Urban Station,Highlands Coffee,17.0,16 - 19,16 - 19,9 - 14.9, 9  - 11.99  ,10499.0,Pupil / Student,Student,2,Major Chains,Experiential Indulgers
359492,Male,Cần Thơ,2018,4.0,Other 1,Other 2,Other 3,Other 1,41.0,40 - 60,40 - 44,25+, 15  - 19.99  ,17499.0,"Small Business (small shop owner, grocery store, etc.)",Self Employed,3,Other,Quality-First Bonders
359563,Male,Cần Thơ,2018,4.0,Other 1,Other 2,Other 3,Other 2,40.0,40 - 60,40 - 44,4.5 - 8.9, 7.5  - 8.99  ,8249.0,"Skilled Labor (tailor, machinist, carpenter, electrician)",Blue Collar,1,Other,Social Connectors
359564,Male,Cần Thơ,2018,1.0,Other 1,Other 2,Other 1,Other 2,45.0,40 - 60,45+,25+, 15  - 19.99  ,17499.0,Broker/ Service provider with no employee,Self Employed,0,Other,Routine Ritualists
359566,Male,Cần Thơ,2018,2.0,Other 1,Milano,Other 2,Other 3,30.0,30 - 39,30 - 34,9 - 14.9, 9  - 11.99  ,10499.0,"Skilled Labor (tailor, machinist, carpenter, electrician)",Blue Collar,3,Other,Quality-First Bonders
359632,Female,Hà Nội,2018,4.0,Highlands Coffee,Highlands Coffee,Aha Cafe,Highlands Coffee,26.0,20 - 29,25 - 29,4.5 - 8.9, 7.5  - 8.99  ,8249.0,Officer - Staff level,Office Worker,1,Major Chains,Social Connectors
359683,Male,Đà Nẵng,2018,4.0,Other 1,Other 2,Other 1,Long Cafe,46.0,40 - 60,45+,9 - 14.9, 12  - 14.99  ,13499.0,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Service & Agriculture,3,Other,Quality-First Bonders
359718,Male,Cần Thơ,2018,3.0,Other 1,Other 1,Refuse,Other 1,17.0,16 - 19,16 - 19,< 4.5,0 - 2.99  ,1499.0,Pupil / Student,Student,2,Other,Experiential Indulgers
359847,Female,Cần Thơ,2018,6.0,Other 1,Other 1,Refuse,Other 1,40.0,40 - 60,40 - 44,< 4.5, 3  - 4.49  ,3749.0,Housewife,Non-working,0,Other,Routine Ritualists
359874,Male,Hà Nội,2018,3.0,Highlands Coffee,Highlands Coffee,Other 1,Highlands Coffee,23.0,20 - 29,20 - 24,4.5 - 8.9, 7.5  - 8.99  ,8249.0,Officer - Staff level,Office Worker,1,Major Chains,Social Connectors
359875,Male,Hà Nội,2018,5.0,Cộng Cà Phê,Cộng Cà Phê,Refuse,Cộng Cà Phê,31.0,30 - 39,30 - 34,4.5 - 8.9, 6.5  - 7.49  ,6999.0,Officer - Staff level,Office Worker,1,Major Chains,Social Connectors
359876,Female,Hà Nội,2018,4.0,Aha Cafe,Aha Cafe,Other 1,Aha Cafe,44.0,40 - 60,40 - 44,4.5 - 8.9, 7.5  - 8.99  ,8249.0,Broker/ Service provider with no employee,Self Employed,0,Other,Routine Ritualists
359883,Male,Hà Nội,2018,3.0,Aha Cafe,Aha Cafe,Refuse,Aha Cafe,27.0,20 - 29,25 - 29,4.5 - 8.9, 6.5  - 7.49  ,6999.0,"Skilled Labor (tailor, machinist, carpenter, electrician)",Blue Collar,1,Other,Social Connectors
359884,Female,Hà Nội,2018,3.0,The Coffee House,The Coffee House,Urban Station,The Coffee House,28.0,20 - 29,25 - 29,4.5 - 8.9, 7.5  - 8.99  ,8249.0,Officer - Staff level,Office Worker,1,Major Chains,Social Connectors
359885,Male,Hà Nội,2018,2.0,Trung Nguyên,Trung Nguyên,Refuse,Trung Nguyên,48.0,40 - 60,45+,25+, 15  - 19.99  ,17499.0,"Professional (doctor, engineer, architect, nursing staff, lawyer, researcher, etc.)",Professional,0,Major Chains,Routine Ritualists
359941,Female,Hà Nội,2018,5.0,Highlands Coffee,Highlands Coffee,Cộng Cà Phê,Highlands Coffee,24.0,20 - 29,20 - 24,< 4.5, 3  - 4.49  ,3749.0,Pupil / Student,Student,2,Major Chains,Experiential Indulgers
359945,Male,Hà Nội,2018,3.0,Other 1,Highlands Coffee,Other 1,Highlands Coffee,31.0,30 - 39,30 - 34,4.5 - 8.9, 4.5  - 6.49  ,5499.0,"Professional (doctor, engineer, architect, nursing staff, lawyer, researcher, etc.)",Professional,1,Major Chains,Social Connectors
359946,Male,Hà Nội,2018,4.0,Urban Station,Urban Station,Refuse,Urban Station,26.0,20 - 29,25 - 29,4.5 - 8.9, 7.5  - 8.99  ,8249.0,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Service & Agriculture,1,Other,Social Connectors
359947,Female,Hà Nội,2018,3.0,Other 1,Other 1,Street / Half street coffee (including carts),Other 1,49.0,40 - 60,45+,4.5 - 8.9, 4.5  - 6.49  ,5499.0,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Service & Agriculture,0,Other,Routine Ritualists
359983,Male,Hà Nội,2018,4.0,Highlands Coffee,Highlands Coffee,Refuse,Highlands Coffee,22.0,20 - 29,20 - 24,4.5 - 8.9, 7.5  - 8.99  ,8249.0,Pupil / Student,Student,2,Major Chains,Experiential Indulgers
359984,Female,Hà Nội,2018,6.0,Highlands Coffee,Highlands Coffee,Refuse,Highlands Coffee,23.0,20 - 29,20 - 24,4.5 - 8.9, 7.5  - 8.99  ,8249.0,Pupil / Student,Student,1,Major Chains,Social Connectors
359985,Female,Hà Nội,2018,6.0,Aha Cafe,Aha Cafe,Cộng Cà Phê,Aha Cafe,38.0,30 - 39,35 - 39,9 - 14.9, 12  - 14.99  ,13499.0,"Semi-skilled labor (salesperson, waiter, photographer)",Service & Agriculture,3,Other,Quality-First Bonders
360020,Female,Cần Thơ,2018,3.0,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Refuse,Street / Half street coffee (including carts),36.0,30 - 39,35 - 39,4.5 - 8.9, 6.5  - 7.49  ,6999.0,"Skilled Labor (tailor, machinist, carpenter, electrician)",Blue Collar,1,Street,Social Connectors
360089,Female,Đà Nẵng,2018,3.0,Highlands Coffee,Highlands Coffee,Refuse,Highlands Coffee,19.0,16 - 19,16 - 19,< 4.5,0 - 2.99  ,1499.0,Pupil / Student,Student,2,Major Chains,Experiential Indulgers
360106,Female,Cần Thơ,2018,3.0,Other 1,Street / Half street coffee (including carts),Refuse,Street / Half street coffee (including carts),40.0,40 - 60,40 - 44,< 4.5, 3  - 4.49  ,3749.0,Housewife,Non-working,0,Street,Routine Ritualists
360211,Female,Cần Thơ,2018,2.0,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Refuse,Street / Half street coffee (including carts),48.0,40 - 60,45+,< 4.5,0 - 2.99  ,1499.0,Housewife,Non-working,0,Street,Routine Ritualists
360220,Female,Hà Nội,2018,4.0,Trung Nguyên,Highlands Coffee,Trung Nguyên,Highlands Coffee,36.0,30 - 39,35 - 39,4.5 - 8.9, 7.5  - 8.99  ,8249.0,Officer - Staff level,Office Worker,1,Major Chains,Social Connectors
360355,Male,Cần Thơ,2018,4.0,Other 1,Other 2,Refuse,Other 2,41.0,40 - 60,40 - 44,4.5 - 8.9, 6.5  - 7.49  ,6999.0,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Service & Agriculture,0,Other,Routine Ritualists
360397,Female,Cần Thơ,2018,5.0,Other 1,Other 1,Refuse,Other 1,21.0,20 - 29,20 - 24,< 4.5, 3  - 4.49  ,3749.0,Pupil / Student,Student,2,Other,Experiential Indulgers
360398,Male,Cần Thơ,2018,3.0,Other 1,Other 1,Refuse,Other 1,28.0,20 - 29,25 - 29,< 4.5, 3  - 4.49  ,3749.0,Officer - Staff level,Office Worker,2,Other,Experiential Indulgers
360443,Female,Hà Nội,2018,2.0,Cộng Cà Phê,Cộng Cà Phê,Highlands Coffee,Cộng Cà Phê,26.0,20 - 29,25 - 29,9 - 14.9, 12  - 14.99  ,13499.0,Officer - Staff level,Office Worker,3,Major Chains,Quality-First Bonders
360511,Female,Hà Nội,2018,4.0,Street / Half street coffee (including carts),The Coffee House,Aha Cafe,The Coffee House,28.0,20 - 29,25 - 29,4.5 - 8.9, 4.5  - 6.49  ,5499.0,Broker/ Service provider with no employee,Self Employed,1,Major Chains,Social Connectors
360512,Female,Hà Nội,2018,4.0,Highlands Coffee,Highlands Coffee,Cộng Cà Phê,Highlands Coffee,24.0,20 - 29,20 - 24,4.5 - 8.9, 4.5  - 6.49  ,5499.0,"Semi-skilled labor (salesperson, waiter, photographer)",Service & Agriculture,1,Major Chains,Social Connectors
360513,Male,Hà Nội,2018,2.0,Highlands Coffee,Highlands Coffee,Street / Half street coffee (including carts),Highlands Coffee,25.0,20 - 29,25 - 29,9 - 14.9, 9  - 11.99  ,10499.0,"Professional (doctor, engineer, architect, nursing staff, lawyer, researcher, etc.)",Professional,3,Major Chains,Quality-First Bonders
360517,Male,Hà Nội,2018,2.0,Other 1,Other 1,Aha Cafe,Other 1,29.0,20 - 29,25 - 29,4.5 - 8.9, 6.5  - 7.49  ,6999.0,Officer - Staff level,Office Worker,1,Other,Social Connectors
360518,Female,Hà Nội,2018,4.0,The Coffee House,The Coffee House,Refuse,The Coffee House,26.0,20 - 29,25 - 29,4.5 - 8.9, 4.5  - 6.49  ,5499.0,"Semi-skilled labor (salesperson, waiter, photographer)",Service & Agriculture,1,Major Chains,Social Connectors
360525,Female,Hà Nội,2018,3.0,Aha Cafe,Aha Cafe,Street / Half street coffee (including carts),Aha Cafe,35.0,30 - 39,35 - 39,4.5 - 8.9, 4.5  - 6.49  ,5499.0,Broker/ Service provider with no employee,Self Employed,1,Other,Social Connectors
360526,Male,Hà Nội,2018,3.0,Highlands Coffee,Highlands Coffee,Aha Cafe,Highlands Coffee,22.0,20 - 29,20 - 24,< 4.5, 3  - 4.49  ,3749.0,Pupil / Student,Student,2,Major Chains,Experiential Indulgers
360588,Male,Cần Thơ,2018,4.0,Other 1,Other 1,Refuse,Other 1,26.0,20 - 29,25 - 29,< 4.5, 3  - 4.49  ,3749.0,"Semi-skilled labor (salesperson, waiter, photographer)",Service & Agriculture,2,Other,Experiential Indulgers
360704,Female,Hà Nội,2018,2.0,Aha Cafe,Aha Cafe,Refuse,Aha Cafe,28.0,20 - 29,25 - 29,4.5 - 8.9, 7.5  - 8.99  ,8249.0,Officer - Staff level,Office Worker,1,Other,Social Connectors
360729,Female,Cần Thơ,2018,3.0,Other 1,Other 1,Refuse,Other 1,25.0,20 - 29,25 - 29,4.5 - 8.9, 4.5  - 6.49  ,5499.0,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Service & Agriculture,1,Other,Social Connectors
360730,Female,Cần Thơ,2018,2.0,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Refuse,Other 1,23.0,20 - 29,20 - 24,4.5 - 8.9, 4.5  - 6.49  ,5499.0,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Service & Agriculture,1,Other,Social Connectors
360731,Male,Cần Thơ,2018,3.0,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Refuse,Street / Half street coffee (including carts),58.0,40 - 60,45+,4.5 - 8.9, 4.5  - 6.49  ,5499.0,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Service & Agriculture,0,Street,Routine Ritualists
360732,Male,Cần Thơ,2018,2.0,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Refuse,Street / Half street coffee (including carts),39.0,30 - 39,35 - 39,9 - 14.9, 9  - 11.99  ,10499.0,"Skilled Labor (tailor, machinist, carpenter, electrician)",Blue Collar,3,Street,Quality-First Bonders
360733,Male,Cần Thơ,2018,3.0,Street / Half street coffee (including carts),Street / Half street coffee (including carts),Refuse,Other 1,49.0,40 - 60,45+,9 - 14.9, 9  - 11.99  ,10499.0,Officer - Staff level,Office Worker,0,Other,Routine Ritualists
360734,Male,Cần Thơ,2018,4.0,Other 1,Other 1,Refuse,Other 1,31.0,30 - 39,30 - 34,4.5 - 8.9, 4.5  - 6.49  ,5499.0,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Service & Agriculture,1,Other,Social Connectors
360735,Female,Cần Thơ,2018,2.0,Other 1,Other 1,Refuse,Other 1,30.0,30 - 39,30 - 34,4.5 - 8.9, 7.5  - 8.99  ,8249.0,"Semi-skilled labor (salesperson, waiter, photographer)",Service & Agriculture,1,Other,Social Connectors
360736,Female,Cần Thơ,2018,4.0,Other 1,Other 1,Refuse,Other 1,26.0,20 - 29,25 - 29,9 - 14.9, 12  - 14.99  ,13499.0,Broker/ Service provider with no employee,Self Employed,3,Other,Quality-First Bonders
